id,type,page_num,confidence,parsing_notes,content_preview
1987-s-3,solve,32,0.5,自动解析，需要人工审核,(2)【同试卷I 第三、...
1987-s-4,solve,32,0.5,自动解析，需要人工审核,(1)题】...
1987-s-1,solve,33,0.5,自动解析，需要人工审核,(3)【同试卷I 第三、...
1987-s-2,solve,34,0.7,自动解析，需要人工审核,"(2)设幕级数La n矿的收敛半径为 3 , 则幕级数三na n (X - I) n+l的收敛区间为 n=O n=l (3 )对数螺线p = e。在点(p,0) = (e于弓一） 处的切线的直角坐标方..."
1987-c-3,choice,34,0.7,自动解析，需要人工审核,"(4)设A = [4 t 3 ,B 为3阶非零矩阵 ， 且AB = 0, 则l = (5 )袋中有5 : 个;:l中20个是黄球， 3 0个是白球今有两人依次随机地从袋中各取一球 后不放回，则第二..."
1987-c-4,choice,34,0.5,自动解析，需要人工审核,"(2) 设在区间[ a ,b] 上J( x ) > 0, J'( x ) < 0, f""( x ) > 0. 令S 1= fJ(x) d x ,S 2 = J(b) (b - a), a 1 S 3 ..."
1987-c-5,choice,34,0.5,自动解析，需要人工审核,"(4) 设a,= [勹立 ＝［勹， a , = [:: , 则三条直线a 1 x + b I y + c 1 = 0 , a 2 x + b 2 y + c 2 = 0 , a, x + b,y + ..."
1987-s-3,solve,35,0.5,自动解析，需要人工审核,(1) lim an 存在； n---+oo 00...
1987-s-4,solve,35,0.7,自动解析，需要人工审核,(2) 级数口产- 1)收敛． 七、（本题共2小题，第...
1987-s-1,solve,36,0.5,自动解析，需要人工审核,(1)证明B可逆；...
1987-s-1,solve,37,0.5,自动解析，需要人工审核,"(1) lim J厂言＋汀二-2 x气, x2 I a分..."
1987-s-1,solve,40,0.5,自动解析，需要人工审核,(1)ª 叫7- xta 1 n x) = ·...
1987-s-2,solve,40,0.5,自动解析，需要人工审核,"(3) y"" -4y =泸的通解为y =..."
1987-s-3,solve,40,0.7,自动解析，需要人工审核,(4)设n阶矩阵A的元素全为1'则A的n个特征值是 1...
1987-s-1,solve,41,0.5,自动解析，需要人工审核,历年考研数学真题解析及复习思路（数学一）...
1987-c-2,choice,41,0.7,自动解析，需要人工审核,"(5)设两个相互独立的随机变量X和Y分别服从正态分布N(O,1)和N(l,1),则（ ） 1..."
1987-s-1,solve,42,0.5,自动解析，需要人工审核,(1)求0的矩估计量0;...
1987-s-1,solve,43,0.5,自动解析，需要人工审核,(1)『丘二了dx= ....
1987-s-2,solve,43,0.7,自动解析，需要人工审核,"(3)微分方程xy""+ 3y'= 0 的通解为 ．..."
1987-s-2,solve,45,0.7,自动解析，需要人工审核,(2)验证'1/1 = ( 4 1)''1/2 =勹）是A的两个线性无关的特征向量，并求出相应的特征值；...
1987-s-2,solve,46,0.7,自动解析，需要人工审核,"(1)设J = ex (C1 sin X + C2COS x) (cl ,C2 为任意常数）为某二阶常系数齐次线性微分方程的通解， 则该方程为..."
1987-s-3,solve,46,0.5,自动解析，需要人工审核,"(2)设r = J x 2 + y 2 + l , 则div(grad r) I o,-2,2) =..."
1987-s-4,solve,46,0.5,自动解析，需要人工审核,"(3)交换二次积分的积分次序：J dy r-yf(x ,y) dx = -1 2..."
1987-s-5,solve,46,0.7,自动解析，需要人工审核,"(4)设矩阵A满足A2+ A -4E = 0, 其中E 为单位矩阵，则(A -E) -i =..."
1987-c-7,choice,46,0.5,自动解析，需要人工审核,(1)设函数f(x)在定义域内可导，y = f(x)的图形如右图所示，则导函 数y = f'(x)的图形为（ ） X y y y y X // X X // X...
1987-c-8,choice,46,0.5,自动解析，需要人工审核,"(2)设函数f(x,y)在点(O,O)附近有定义，且1:co,o) =3,J;co,o) =1, 则（ ）..."
1987-c-9,choice,46,0.5,自动解析，需要人工审核,"(3)设f(O) = 0, 则八x)在点X = 0可导的充要条件为（ ） 1..."
1987-c-1,choice,47,0.5,自动解析，需要人工审核,历年考研数学真题解析及复习思路（数学一） 数 系 关 甘 木 的y 廿 禾x.”“ J 贝， 数 次 勺 甘 似 上 ） 似 相 向 相 不 面 不 且 反 （ 但 同 和 同 合 上 B 合 不 向...
1987-s-2,solve,47,0.5,自动解析，需要人工审核,"(1)对于(-1,1)内的任一x#O, 存在唯一的0(x) E ( 0,1), 使J(X)= f (Q) + xf 1 (0 (X) X)成立；..."
1987-s-1,solve,49,0.5,自动解析，需要人工审核,(1) r co dø= e xln X...
1987-s-1,solve,50,0.5,自动解析，需要人工审核,"(0) =ft O, f I..."
1987-s-2,solve,50,0.5,自动解析，需要人工审核,(1)证明曲线积分I与路径L尤关；...
1987-s-4,solve,50,0.5,自动解析，需要人工审核,(2)利用...
1987-s-1,solve,51,0.5,自动解析，需要人工审核,(2)现欲利用此小山开展攀岩活动，为此需要在山脚寻找一上山坡度最大的点作为攀登的起点． 也就是说，要在D的边界线x 2 + y 2 - xy = 75上找出使...
1987-s-2,solve,51,0.5,自动解析，需要人工审核,"(1)如果A,B相似，试证A,B的特征多项式相等．..."
1987-s-3,solve,51,0.5,自动解析，需要人工审核,(2)举一个2阶方阵的例子说明...
1987-s-4,solve,51,0.5,自动解析，需要人工审核,(1)的逆命题不成立．...
1987-s-5,solve,51,0.7,自动解析，需要人工审核,"(3)当A,B均为实对称矩阵时，试证..."
1987-s-2,solve,52,0.5,自动解析，需要人工审核,(1) lim ( cos x) ln(l+x2) = . x---->() ( 2) 曲面z = x 2 + y 2 与平面2x+ 4y -z = 0平行的切平面的方程是 ． ( 3) 设x 2 =...
1987-s-3,solve,52,0.7,自动解析，需要人工审核,"(4)从R 2 的基a1 = (đ)立 ＝（＿＼）到基/J1 = G), 化 = (Ē)的过渡矩阵为..."
1987-s-4,solve,52,0.7,自动解析，需要人工审核,"(5)设二维随机变量(X,Y)的概率密度为 f( x ,y) = { 6x , 0 =:S; x =:S; y =:S; I , 0, 其他， 则PjX+Y=:S;If =..."
1987-c-6,choice,52,0.5,自动解析，需要人工审核,"(1)设函数f( x) 在(-oo,+oo)内连续，其导函数的图形如图所示，则 f(x) 有（ ）..."
1987-c-7,choice,52,0.7,自动解析，需要人工审核,"(4)设向單组I :a1 ,a2 , …，q可由向侬组II :P 1 ,P2 , …, P, 线性表示，则（ ） ( A) 当r < s时，向阰组1I 必线性相关. ( B ) 当r > s时，向阰组..."
1987-s-1,solve,53,0.5,自动解析，需要人工审核,(1) f xesiny dy -ye-sinxdx = f xe-siny dy -yesinxdx; L...
1987-s-2,solve,53,0.5,自动解析，需要人工审核,(1)汽锤击打桩3次后，可将桩打进地下多深？...
1987-s-1,solve,54,0.7,自动解析，需要人工审核,(1)乙箱中次品件数X的数学期望；...
1987-s-2,solve,54,0.5,自动解析，需要人工审核,(3)如果用0 作为0的估计鼠，讨论它是否具有尤偏性．...
1987-s-1,solve,55,0.5,自动解析，需要人工审核,(1) 曲线y= In x上与直线X+ y = l垂直的切线方程为 ．...
1987-s-2,solve,55,0.5,自动解析，需要人工审核,(3)设L为正向圆周x 2 + y2 = 2在第一象限中的部分，则曲线积分fxdy -2ydx的值为...
1987-s-3,solve,55,0.7,自动解析，需要人工审核,"(5)设矩阵A= [1 2 0 , 矩阵B满足ABA'=2BA'+ E, 其中A为A的伴随矩阵，E是单位..."
1987-c-1,choice,56,0.5,自动解析，需要人工审核,2004年真题 足 若 ＂ 满l ＝ 贝 ， c ! 得 ua 仆1 > 歹 3 X 第 Pl 到 足 满 廿 力 J ”} u 夕 数 2 ． ． ＼ 丿 ＼ 第 O l l l O l ) ） l...
1987-c-2,choice,56,0.7,自动解析，需要人工审核,"(14)设随机变 量 X X 1 1 , 2 , …，Xn(n>I)独立同分 布 ，且其方差为矿>0. 令Y=—三xi , 则（ ） n i=l..."
1987-s-1,solve,57,0.5,自动解析，需要人工审核,历年考研数学真题解析及复习思路（数学一）...
1987-c-6,choice,57,0.5,自动解析，需要人工审核,"(22) (本题满分9分） 设A,B 为随机事件，且P..."
1987-s-1,solve,58,0.5,自动解析，需要人工审核,(1)曲线y= X 2x + 1 的斜渐近线方程为...
1987-s-2,solve,58,0.7,自动解析，需要人工审核,(2)微分方程xy'+2y = xln x满足y...
1987-s-3,solve,58,0.5,自动解析，需要人工审核,(1)= -点的解为...
1987-s-4,solve,58,0.5,自动解析，需要人工审核,(4)设D是由锥面z= J; 了厂尸与半球面z= J R 2 -x 2 -y 2 围成的空间区域，2 是0的整个边界 的外侧，则ff xdydz + ydzdx + zdxdy = ....
1987-s-1,solve,59,0.5,自动解析，需要人工审核,历年考研数学真题解析及复习思路（数学一）...
1987-c-2,choice,59,0.7,自动解析，需要人工审核,"(11)设入1 ' 入2 是矩阵A的两个不同的特征值，对应的特征向量分别为a1 ,a2'则a1 ,A (a1 + a2)线 性无关的充分必要条件是（ ）..."
1987-c-3,choice,59,0.7,自动解析，需要人工审核,"(12)设A为n(n=2)阶可逆矩阵，交换A的第1行与第2行得矩阵B,A* ,B*分别为A,B的伴 随矩阵，则（ ）..."
1987-c-4,choice,59,0.7,自动解析，需要人工审核,"(13)设二维随机变鼠(X,Y)的概率分布为 。 l O l 。b 4 a 0. 1 已知随机事件jX= Ol与jX+Y=ll相互独立，则（ ）..."
1987-c-5,choice,59,0.7,自动解析，需要人工审核,"(14)设X1 ,X2'…，凡(n;:::2)为来自总体N(O,1)的简单随机样本，X为样本均值，5 2为样本方差， 则（ ）..."
1987-s-1,solve,60,0.5,自动解析，需要人工审核,2005年真题...
1987-s-3,solve,60,0.5,自动解析，需要人工审核,"(0) = 0 , J(l) = 1. 证明： (I)存在g E (0,1), 使得J传）= 1 - t; (II)存在两个不同的点7/,? E (0,1), 使得f'(YJ)f'(?)=l...."
1987-s-1,solve,62,0.5,自动解析，需要人工审核,2006年真题...
1987-c-2,choice,62,0.7,自动解析，需要人工审核,(11)设妇a2'…，q均为n维列向量，A是mxn矩阵，下列选项正确的是（）...
1987-c-3,choice,62,0.7,自动解析，需要人工审核,"(12)设A为3阶矩阵，将A的第2行加到第1行得B ,再将B的第1列的-1倍加到第2列得C, 记pè[é ê ë'则（） ( 13 ) i?B一为。三：! 且P..."
1987-c-4,choice,62,0.7,自动解析，需要人工审核,"(14)设随机变址X服从正态分布N(µ1 ,矿），Y服从正态分布N(µ2 ,吐），且 p 1 I X -µI I < 1 l > p 1 I y -µ2 I < 1 l' 则必有（..."
1987-s-1,solve,63,0.5,自动解析，需要人工审核,"历年考研数学真题解析及复习思路（数学一） j(tx , ty) = t - 2j(X , y) . 证明：对D内的任意分段光滑的有向简单闭曲线L,都有i计(x,y)dx -xf(x,y)dy = 0...."
1987-c-2,choice,63,0.7,自动解析，需要人工审核,"(20) (本题满分9分） X1 + X2 + x3 + X4 = - 1 , 已知非齐次线性方程组｛伍+ 3x, + 5x, - x, = - I , 有3个线性尤关的解 ax1 + x2 + 3x..."
1987-s-1,solve,64,0.5,自动解析，需要人工审核,(3) =—F...
1987-s-1,solve,65,0.5,自动解析，需要人工审核,(11) f 2 1 1... e x dx =...
1987-s-2,solve,65,0.7,自动解析，需要人工审核,"(13)二阶常系数非齐次线性微分方程y""-4y'+3y = 2产的通解为y = ...."
1987-s-3,solve,65,0.5,自动解析，需要人工审核,"(0) = 0, y'..."
1987-s-1,solve,66,0.5,自动解析，需要人工审核,2007年真题...
1987-c-2,choice,67,0.5,自动解析，需要人工审核,"(1)设函数j(X) = f 2 ln (2 + t) dt , 则f '(x)的零点个数为（）..."
1987-c-3,choice,67,0.5,自动解析，需要人工审核,"(2) 函数八x,y) = arctan 王在点(O,1)处的梯度等于（） y..."
1987-c-4,choice,67,0.7,自动解析，需要人工审核,"(3)在下列微分方程中，以y = C1 ex + C2cos 2x + C3sin 2x (C1, C2, C3 为任意常数）为通解的是 （）..."
1987-c-5,choice,67,0.5,自动解析，需要人工审核,"(4)设函数f(x)在( -oo, +oo)内单调有界，飞｝为数列，下列命题正确的是（）..."
1987-c-6,choice,67,0.7,自动解析，需要人工审核,"(5)设A为n阶非零矩阵，E为n阶单位矩阵，若A3 =0, 则（）..."
1987-c-7,choice,67,0.7,自动解析，需要人工审核,"(6)设A为3阶实对称矩阵，如果二次曲面方程 z' (x,y,z)A[ëJ = 1 在正交变换下的标准方程的图形如图所示，则A的正特征值 的个数为（）..."
1987-c-8,choice,67,0.7,自动解析，需要人工审核,"(7)设随机变址X,Y独立同分布，且X 的分布函数为F(x),则Z = maxjX,Yf的分布函数为（）..."
1987-c-9,choice,67,0.7,自动解析，需要人工审核,"(8)设随机变量X-N(0,1),Y-N(l ,4), 且相关系数PxY = 1, 则（）..."
1987-s-10,solve,67,0.7,自动解析，需要人工审核,(9) 微分方程xy'+y =0满足条件y(l) = 1 的解是y = ....
1987-s-11,solve,67,0.5,自动解析，需要人工审核,"(10)曲线sin(xy) + ln (y -x) = x 在点(0,1)处的切线方程是 ．..."
1987-s-12,solve,67,0.7,自动解析，需要人工审核,(11)巳知幕级数L an(x +2) n 在X =0 处收敛，在X = -4 处发散，则幕级数L an(x -3尸的收 敛域为 n=O n=O...
1987-s-1,solve,68,0.5,自动解析，需要人工审核,(12)设曲面2是z= J4二ó了的上侧，则§xydydz+ xdzdx + x2 dxdy =...
1987-s-2,solve,68,0.7,自动解析，需要人工审核,"(13)设A为2阶矩阵，＂口a2为线性无关的2维列向最，Aa1 = 0 ,Aa2 = 2a1 十a2 '则A的非零特征 值为..."
1987-s-1,solve,69,0.5,自动解析，需要人工审核,历年考研数学真题解析及复习思路（数学一）...
1987-c-2,choice,70,0.5,自动解析，需要人工审核,(1)当x----+O时，f(x) = x -sin ax与g(x) = x 2ln(l -bx)是等价无穷小量，则（...
1987-c-3,choice,70,0.5,自动解析，需要人工审核,"(2)如图，正方形l(x,y)llxl::::;I,lyl:=::;If被其对角线划分为四个区 域Dk(k = I,2,3,4),lk = ff ycosxdxdy, 则阱 4 jlk f = ( )..."
1987-c-4,choice,70,0.5,自动解析，需要人工审核,"(3)设函数y = f(X)在区间[ -1,3]上的图形如右图所示，则函数 F (X) = J f (t) dt的图形为（ ） F(x)+ F(x) 、 ＼ 丿 f(x) 2 1..."
1987-c-5,choice,70,0.5,自动解析，需要人工审核,"(4)设有两个数列1 a n \, 1 b n \, 若lim a n = 0, 则（ ） n---+oo..."
1987-c-6,choice,70,0.7,自动解析，需要人工审核,"(5)设回归也是3维向鼠空间R 3的一组基，则由基a巨2a2,3a3 到基a1 十生立＋也,a3 + a1 的过渡矩阵为（ ） 1 。 1 1 2 0..."
1987-s-1,solve,71,0.7,自动解析，需要人工审核,"(13)若3维列向扯a,/J满足a T/J =2, 其中a T 为a 的转置，则矩阵/Ja T 的非零特征值为..."
1987-s-1,solve,72,0.5,自动解析，需要人工审核,2009年真题...
1987-s-1,solve,77,0.5,自动解析，需要人工审核,: 8 9 99 * ( ) )) : 8 9 99 * ( ) )) 33 淘宝店铺：筑梦教育...
1987-s-1,solve,78,0.5,自动解析，需要人工审核,(12)设L是柱面x2 + y2 = 1与平面z =x +y的交线，从z 轴正向往z 轴负向看去为逆时针方向，则 f 曲线积分xzdx +xdy +Ldz = . 2...
1987-s-2,solve,78,0.5,自动解析，需要人工审核,"(13)若二次曲面的方程x2 + 3y2 + z 2 + 2axy + 2xz + 2yz = 4经正交变换化为外+4zi = 4, 则 a=..."
1987-s-1,solve,79,0.5,自动解析，需要人工审核,: 8 * ( 35 淘宝店铺：筑梦教育...
1987-s-1,solve,80,0.5,自动解析，需要人工审核,: 8 9 99 * ( ) )) : 8 9 99 * ( ) )) 36 淘宝店铺：筑梦教育...
1987-s-1,solve,81,0.5,自动解析，需要人工审核,: 8 9 99 * ( ) )) : 8 9 99 * ( ) )) : 8 9 99 * ( ) )) : 8 9 99 * ( ) )) : 8 9 99 * ( ) )) : 8 9 99 *...
1987-s-1,solve,82,0.5,自动解析，需要人工审核,: 8 * ( 30 淘宝店铺：筑梦教育...
1987-s-1,solve,83,0.5,自动解析，需要人工审核,: 8 9 9 99 * ( ) ) )) : 8 9 9 99 * ( ) ) )) 31 淘宝店铺：筑梦教育...
1987-s-1,solve,84,0.5,自动解析，需要人工审核,: 8 9 9 99 * ( ) ) )) 32 淘宝店铺：筑梦教育...
1987-s-1,solve,85,0.5,自动解析，需要人工审核,: 8 * ( : 8 * ( : 8 * ( : 8 9 99 * ( ) )) : 8 9 99 * ( ) )) 25 淘宝店铺：筑梦教育...
1987-s-1,solve,86,0.5,自动解析，需要人工审核,: 8 * ( : 8 * ( 26 淘宝店铺：筑梦教育...
1987-s-1,solve,87,0.5,自动解析，需要人工审核,: 8 * ( : 8 * ( 27 淘宝店铺：筑梦教育...
1987-s-1,solve,88,0.5,自动解析，需要人工审核,: 8 9 99 * ( ) )) : 8 9 99 * ( ) )) 4 2 3 11 11 28 淘宝店铺：筑梦教育...
1987-c-2,choice,89,0.5,自动解析，需要人工审核,(1)下列曲线中有渐近线的是（...
1987-s-3,solve,89,0.7,自动解析，需要人工审核,(2)设函数f(x)具有2阶导数，g(X) = /...
1987-s-4,solve,89,0.5,自动解析，需要人工审核,(0) (I -X) + /...
1987-c-5,choice,89,0.5,自动解析，需要人工审核,"(1) X , 则在区间[0, 1]上（ ）..."
1987-c-6,choice,89,0.5,自动解析，需要人工审核,"(3)设J(x,y)是连续函数，则［叫 0 - f (X , y) dx = ( )..."
1987-c-7,choice,89,0.5,自动解析，需要人工审核,"(4)若f ir (x -a1 cos x -b1 sin x) 2 dx = min { f ir (x -acos x -bsin x) 2 dx } , 则a 1cos x + b 1 sin ..."
1987-c-8,choice,89,0.7,自动解析，需要人工审核,"(5)行列式 a O O b 0 C d 0 I = c > C O O d,..."
1987-c-9,choice,89,0.5,自动解析，需要人工审核,"(6)设归生，U'3 均为3维向量，则对任意常数k'l, 向量组a1+ k也立尸厄线性无关是向量组a1' a2 ,a3 线性尤关的（ ）..."
1987-c-10,choice,89,0.5,自动解析，需要人工审核,(7)设随机事件A 与B相互独立，且P...
1987-c-11,choice,89,0.7,自动解析，需要人工审核,(8)设连续型随机变蜕X1 与X2相互独立且方差均存在，X1 与X2 概率密度分别为/1(x)与儿(X)' 随机变量yl的概率密度为/ ( Y1 y) =— 2...
1987-s-1,solve,90,0.5,自动解析，需要人工审核,(7) = ....
1987-s-2,solve,90,0.5,自动解析，需要人工审核,(12)设L是柱面x 2+ y 2 = 1与平面y+z =0的交线，从z轴正向往z轴负向看去为逆时针方向，则 曲线积分fzdx +ydz =...
1987-s-1,solve,91,0.5,自动解析，需要人工审核,: 8 9 99 * ( ) )) 23 淘宝店铺：筑梦教育...
1987-s-1,solve,92,0.5,自动解析，需要人工审核,: 8 9 9 99 * ( ) ) )) : 8 9 9 99 * ( ) ) )) 24 淘宝店铺：筑梦教育...
1987-s-1,solve,93,0.5,自动解析，需要人工审核,: 8 * ( : 8 9 99 * ( ) )) : 8 9 99 * ( ) )) 17 淘宝店铺：筑梦教育...
1987-s-1,solve,94,0.5,自动解析，需要人工审核,: 8 * ( 18 淘宝店铺：筑梦教育...
1987-s-1,solve,96,0.5,自动解析，需要人工审核,: 8 9 99 * ( ) )) : 8 9 99 * ( ) )) 20 淘宝店铺：筑梦教育...
1987-c-2,choice,97,0.5,自动解析，需要人工审核,(1)若反常积分J +oo 1 xa(l +x)...
1987-c-3,choice,97,0.5,自动解析，需要人工审核,"(2)已知函数f(X) = l2 (X -I)' X <I'则八x)的一个原函数是（ ） lnx, xél,..."
